DeviceName,Time,Timestamp,Activity,RoomName,PowerStatus,Day,Hour,Minute
SmartDoor,11:00,-2208968470.0,GoingOut,LivingRoom,Unlock,5,11,0
SmartDoor,11:01,-2208968410.0,GoingOut,LivingRoom,Lock,5,11,1
Lights,11:15,-2208967570.0,Meal_Prep,Kitchen,On,5,11,15
Oven,11:16,-2208967510.0,Meal_Prep,Kitchen,On,5,11,16
SmartKettle,11:26,-2208966910.0,Meal_Prep,Kitchen,On,5,11,26
Oven,11:37,-2208966250.0,Meal_Prep,Kitchen,Off,5,11,37
Lights,11:40,-2208966070.0,Meal_Prep,Kitchen,Off,5,11,40
Lights,12:02,-2208964750.0,Dining,DiningRoom,On,5,12,2
Lights,12:46,-2208962110.0,Dining,DiningRoom,Off,5,12,46
Lights,06:22,-2208985150.0,AwakeUp,Bedroom,On,1,6,22
SmartBlinds,06:22,-2208985150.0,AwakeUp,Bedroom,Open,1,6,22
Lights,06:27,-2208984850.0,Bathing,Bathroom,On,1,6,27
WaterHeater,06:29,-2208984730.0,Bathing,Bathroom,On,1,6,29
SmartBlinds,06:29,-2208984730.0,Bathing,Bathroom,Close,1,6,29
Lights,06:57,-2208983050.0,Bathing,Bathroom,Off,1,6,57
WaterHeater,06:58,-2208982990.0,Bathing,Bathroom,Off,1,6,58
SmartBlinds,07:04,-2208982630.0,Cooking,LivingRoom,Open,1,7,4
Lights,07:05,-2208982570.0,Cooking,LivingRoom,On,1,7,5
CoffeeMaker,07:07,-2208982450.0,Cooking,Kitchen,On,1,7,7
CoffeeMaker,07:32,-2208980950.0,Cooking,Kitchen,Off,1,7,32
Lights,07:34,-2208980830.0,Cooking,Kitchen,Off,1,7,34
SmartBlinds,07:42,-2208980350.0,GoingOut,LivingRoom,Close,1,7,42
SmartDoor,07:44,-2208980230.0,GoingOut,LivingRoom,Unlock,1,7,44
SmartDoor,07:47,-2208980050.0,GoingOut,LivingRoom,Lock,1,7,47
SmartDoor,11:00,-2208968470.0,GoingOut,LivingRoom,Unlock,1,11,0
SmartDoor,11:01,-2208968410.0,GoingOut,LivingRoom,Lock,1,11,1
Lights,11:15,-2208967570.0,Meal_Prep,Kitchen,On,1,11,15
Oven,11:16,-2208967510.0,Meal_Prep,Kitchen,On,1,11,16
SmartKettle,11:26,-2208966910.0,Meal_Prep,Kitchen,On,1,11,26
Oven,11:37,-2208966250.0,Meal_Prep,Kitchen,Off,1,11,37
Lights,11:40,-2208966070.0,Meal_Prep,Kitchen,Off,1,11,40
Lights,12:02,-2208964750.0,Dining,DiningRoom,On,1,12,2
Lights,12:46,-2208962110.0,Dining,DiningRoom,Off,1,12,46
Lights,06:10,-2208985870.0,AwakeUp,Bedroom,On,2,6,10
SmartBlinds,06:10,-2208985870.0,AwakeUp,Bedroom,Open,2,6,10
Lights,06:15,-2208985570.0,Bathing,Bathroom,On,2,6,15
WaterHeater,06:17,-2208985450.0,Bathing,Bathroom,On,2,6,17
SmartBlinds,06:17,-2208985450.0,Bathing,Bathroom,Close,2,6,17
Lights,06:45,-2208983770.0,Bathing,Bathroom,Off,2,6,45
WaterHeater,06:46,-2208983710.0,Bathing,Bathroom,Off,2,6,46
SmartBlinds,06:52,-2208983350.0,Cooking,LivingRoom,Open,2,6,52
Lights,06:53,-2208983290.0,Cooking,LivingRoom,On,2,6,53
CoffeeMaker,06:55,-2208983170.0,Cooking,Kitchen,On,2,6,55
CoffeeMaker,07:20,-2208981670.0,Cooking,Kitchen,Off,2,7,20
Lights,07:22,-2208981550.0,Cooking,Kitchen,Off,2,7,22
SmartBlinds,07:30,-2208981070.0,GoingOut,LivingRoom,Close,2,7,30
SmartDoor,07:32,-2208980950.0,GoingOut,LivingRoom,Unlock,2,7,32
SmartDoor,07:35,-2208980770.0,GoingOut,LivingRoom,Lock,2,7,35
SmartDoor,11:00,-2208968470.0,GoingOut,LivingRoom,Unlock,2,11,0
SmartDoor,11:01,-2208968410.0,GoingOut,LivingRoom,Lock,2,11,1
Lights,11:15,-2208967570.0,Meal_Prep,Kitchen,On,2,11,15
Oven,11:16,-2208967510.0,Meal_Prep,Kitchen,On,2,11,16
SmartKettle,11:26,-2208966910.0,Meal_Prep,Kitchen,On,2,11,26
Oven,11:37,-2208966250.0,Meal_Prep,Kitchen,Off,2,11,37
Lights,11:40,-2208966070.0,Meal_Prep,Kitchen,Off,2,11,40
Lights,12:02,-2208964750.0,Dining,DiningRoom,On,2,12,2
Lights,12:46,-2208962110.0,Dining,DiningRoom,Off,2,12,46
Lights,06:10,-2208985870.0,AwakeUp,Bedroom,On,3,6,10
SmartBlinds,06:10,-2208985870.0,AwakeUp,Bedroom,Open,3,6,10
Lights,06:15,-2208985570.0,Bathing,Bathroom,On,3,6,15
WaterHeater,06:17,-2208985450.0,Bathing,Bathroom,On,3,6,17
SmartBlinds,06:17,-2208985450.0,Bathing,Bathroom,Close,3,6,17
Lights,06:45,-2208983770.0,Bathing,Bathroom,Off,3,6,45
WaterHeater,06:46,-2208983710.0,Bathing,Bathroom,Off,3,6,46
SmartBlinds,06:52,-2208983350.0,Cooking,LivingRoom,Open,3,6,52
Lights,06:53,-2208983290.0,Cooking,LivingRoom,On,3,6,53
CoffeeMaker,06:55,-2208983170.0,Cooking,Kitchen,On,3,6,55
CoffeeMaker,07:20,-2208981670.0,Cooking,Kitchen,Off,3,7,20
Lights,07:22,-2208981550.0,Cooking,Kitchen,Off,3,7,22
SmartBlinds,07:30,-2208981070.0,GoingOut,LivingRoom,Close,3,7,30
SmartDoor,07:32,-2208980950.0,GoingOut,LivingRoom,Unlock,3,7,32
SmartDoor,07:35,-2208980770.0,GoingOut,LivingRoom,Lock,3,7,35
SmartDoor,11:00,-2208968470.0,GoingOut,LivingRoom,Unlock,3,11,0
SmartDoor,11:01,-2208968410.0,GoingOut,LivingRoom,Lock,3,11,1
Lights,11:15,-2208967570.0,Meal_Prep,Kitchen,On,3,11,15
Oven,11:16,-2208967510.0,Meal_Prep,Kitchen,On,3,11,16
SmartKettle,11:26,-2208966910.0,Meal_Prep,Kitchen,On,3,11,26
Oven,11:37,-2208966250.0,Meal_Prep,Kitchen,Off,3,11,37
Lights,11:40,-2208966070.0,Meal_Prep,Kitchen,Off,3,11,40
Lights,12:02,-2208964750.0,Dining,DiningRoom,On,3,12,2
Lights,12:46,-2208962110.0,Dining,DiningRoom,Off,3,12,46
Lights,06:12,-2208985750.0,AwakeUp,Bedroom,On,4,6,12
SmartBlinds,06:12,-2208985750.0,AwakeUp,Bedroom,Open,4,6,12
Lights,06:17,-2208985450.0,Bathing,Bathroom,On,4,6,17
WaterHeater,06:19,-2208985330.0,Bathing,Bathroom,On,4,6,19
SmartBlinds,06:19,-2208985330.0,Bathing,Bathroom,Close,4,6,19
Lights,06:47,-2208983650.0,Bathing,Bathroom,Off,4,6,47
WaterHeater,06:48,-2208983590.0,Bathing,Bathroom,Off,4,6,48
SmartBlinds,06:54,-2208983230.0,Cooking,LivingRoom,Open,4,6,54
Lights,06:55,-2208983170.0,Cooking,LivingRoom,On,4,6,55
CoffeeMaker,06:57,-2208983050.0,Cooking,Kitchen,On,4,6,57
CoffeeMaker,07:22,-2208981550.0,Cooking,Kitchen,Off,4,7,22
Lights,07:24,-2208981430.0,Cooking,Kitchen,Off,4,7,24
SmartBlinds,07:32,-2208980950.0,GoingOut,LivingRoom,Close,4,7,32
SmartDoor,07:34,-2208980830.0,GoingOut,LivingRoom,Unlock,4,7,34
SmartDoor,07:37,-2208980650.0,GoingOut,LivingRoom,Lock,4,7,37
SmartDoor,11:00,-2208968470.0,GoingOut,LivingRoom,Unlock,4,11,0
SmartDoor,11:01,-2208968410.0,GoingOut,LivingRoom,Lock,4,11,1
Lights,11:15,-2208967570.0,Meal_Prep,Kitchen,On,4,11,15
Oven,11:16,-2208967510.0,Meal_Prep,Kitchen,On,4,11,16
SmartKettle,11:26,-2208966910.0,Meal_Prep,Kitchen,On,4,11,26
Oven,11:37,-2208966250.0,Meal_Prep,Kitchen,Off,4,11,37
Lights,11:40,-2208966070.0,Meal_Prep,Kitchen,Off,4,11,40
Lights,12:02,-2208964750.0,Dining,DiningRoom,On,4,12,2
Lights,12:46,-2208962110.0,Dining,DiningRoom,Off,4,12,46
Lights,06:04,-2208986230.0,AwakeUp,Bedroom,On,5,6,4
SmartBlinds,06:04,-2208986230.0,AwakeUp,Bedroom,Open,5,6,4
Lights,06:09,-2208985930.0,Bathing,Bathroom,On,5,6,9
WaterHeater,06:11,-2208985810.0,Bathing,Bathroom,On,5,6,11
SmartBlinds,06:11,-2208985810.0,Bathing,Bathroom,Close,5,6,11
Lights,06:39,-2208984130.0,Bathing,Bathroom,Off,5,6,39
WaterHeater,06:40,-2208984070.0,Bathing,Bathroom,Off,5,6,40
SmartBlinds,06:46,-2208983710.0,Cooking,LivingRoom,Open,5,6,46
Lights,06:47,-2208983650.0,Cooking,LivingRoom,On,5,6,47
CoffeeMaker,06:49,-2208983530.0,Cooking,Kitchen,On,5,6,49
CoffeeMaker,07:14,-2208982030.0,Cooking,Kitchen,Off,5,7,14
Lights,07:16,-2208981910.0,Cooking,Kitchen,Off,5,7,16
SmartBlinds,07:24,-2208981430.0,GoingOut,LivingRoom,Close,5,7,24
SmartDoor,07:26,-2208981310.0,GoingOut,LivingRoom,Unlock,5,7,26
SmartDoor,07:29,-2208981130.0,GoingOut,LivingRoom,Lock,5,7,29
SmartDoor,11:00,-2208968470.0,GoingOut,LivingRoom,Unlock,5,11,0
SmartDoor,11:01,-2208968410.0,GoingOut,LivingRoom,Lock,5,11,1
Lights,11:15,-2208967570.0,Meal_Prep,Kitchen,On,5,11,15
Oven,11:16,-2208967510.0,Meal_Prep,Kitchen,On,5,11,16
SmartKettle,11:26,-2208966910.0,Meal_Prep,Kitchen,On,5,11,26
Oven,11:37,-2208966250.0,Meal_Prep,Kitchen,Off,5,11,37
Lights,11:40,-2208966070.0,Meal_Prep,Kitchen,Off,5,11,40
Lights,12:02,-2208964750.0,Dining,DiningRoom,On,5,12,2
Lights,12:46,-2208962110.0,Dining,DiningRoom,Off,5,12,46
Lights,06:25,-2208984970.0,AwakeUp,Bedroom,On,1,6,25
SmartBlinds,06:25,-2208984970.0,AwakeUp,Bedroom,Open,1,6,25
Lights,06:30,-2208984670.0,Bathing,Bathroom,On,1,6,30
WaterHeater,06:32,-2208984550.0,Bathing,Bathroom,On,1,6,32
SmartBlinds,06:32,-2208984550.0,Bathing,Bathroom,Close,1,6,32
Lights,07:00,-2208982870.0,Bathing,Bathroom,Off,1,7,0
WaterHeater,07:01,-2208982810.0,Bathing,Bathroom,Off,1,7,1
SmartBlinds,07:07,-2208982450.0,Cooking,LivingRoom,Open,1,7,7
Lights,07:08,-2208982390.0,Cooking,LivingRoom,On,1,7,8
CoffeeMaker,07:10,-2208982270.0,Cooking,Kitchen,On,1,7,10
CoffeeMaker,07:35,-2208980770.0,Cooking,Kitchen,Off,1,7,35
Lights,07:37,-2208980650.0,Cooking,Kitchen,Off,1,7,37
SmartBlinds,07:45,-2208980170.0,GoingOut,LivingRoom,Close,1,7,45
SmartDoor,07:47,-2208980050.0,GoingOut,LivingRoom,Unlock,1,7,47
SmartDoor,07:50,-2208979870.0,GoingOut,LivingRoom,Lock,1,7,50
SmartDoor,11:00,-2208968470.0,GoingOut,LivingRoom,Unlock,1,11,0
SmartDoor,11:01,-2208968410.0,GoingOut,LivingRoom,Lock,1,11,1
Lights,11:15,-2208967570.0,Meal_Prep,Kitchen,On,1,11,15
Oven,11:16,-2208967510.0,Meal_Prep,Kitchen,On,1,11,16
SmartKettle,11:26,-2208966910.0,Meal_Prep,Kitchen,On,1,11,26
Oven,11:37,-2208966250.0,Meal_Prep,Kitchen,Off,1,11,37
Lights,11:40,-2208966070.0,Meal_Prep,Kitchen,Off,1,11,40
Lights,12:02,-2208964750.0,Dining,DiningRoom,On,1,12,2
Lights,12:46,-2208962110.0,Dining,DiningRoom,Off,1,12,46
Lights,06:22,-2208985150.0,AwakeUp,Bedroom,On,2,6,22
SmartBlinds,06:22,-2208985150.0,AwakeUp,Bedroom,Open,2,6,22
Lights,06:27,-2208984850.0,Bathing,Bathroom,On,2,6,27
WaterHeater,06:29,-2208984730.0,Bathing,Bathroom,On,2,6,29
SmartBlinds,06:29,-2208984730.0,Bathing,Bathroom,Close,2,6,29
Lights,06:57,-2208983050.0,Bathing,Bathroom,Off,2,6,57
WaterHeater,06:58,-2208982990.0,Bathing,Bathroom,Off,2,6,58
SmartBlinds,07:04,-2208982630.0,Cooking,LivingRoom,Open,2,7,4
Lights,07:05,-2208982570.0,Cooking,LivingRoom,On,2,7,5
CoffeeMaker,07:07,-2208982450.0,Cooking,Kitchen,On,2,7,7
CoffeeMaker,07:32,-2208980950.0,Cooking,Kitchen,Off,2,7,32
Lights,07:34,-2208980830.0,Cooking,Kitchen,Off,2,7,34
SmartBlinds,07:42,-2208980350.0,GoingOut,LivingRoom,Close,2,7,42
SmartDoor,07:44,-2208980230.0,GoingOut,LivingRoom,Unlock,2,7,44
SmartDoor,07:47,-2208980050.0,GoingOut,LivingRoom,Lock,2,7,47
SmartDoor,11:00,-2208968470.0,GoingOut,LivingRoom,Unlock,2,11,0
SmartDoor,11:01,-2208968410.0,GoingOut,LivingRoom,Lock,2,11,1
Lights,11:15,-2208967570.0,Meal_Prep,Kitchen,On,2,11,15
Oven,11:16,-2208967510.0,Meal_Prep,Kitchen,On,2,11,16
SmartKettle,11:26,-2208966910.0,Meal_Prep,Kitchen,On,2,11,26
Oven,11:37,-2208966250.0,Meal_Prep,Kitchen,Off,2,11,37
Lights,11:40,-2208966070.0,Meal_Prep,Kitchen,Off,2,11,40
Lights,12:02,-2208964750.0,Dining,DiningRoom,On,2,12,2
Lights,12:46,-2208962110.0,Dining,DiningRoom,Off,2,12,46
Lights,06:01,-2208986410.0,AwakeUp,Bedroom,On,3,6,1
SmartBlinds,06:01,-2208986410.0,AwakeUp,Bedroom,Open,3,6,1
Lights,06:06,-2208986110.0,Bathing,Bathroom,On,3,6,6
WaterHeater,06:08,-2208985990.0,Bathing,Bathroom,On,3,6,8
SmartBlinds,06:08,-2208985990.0,Bathing,Bathroom,Close,3,6,8
Lights,06:36,-2208984310.0,Bathing,Bathroom,Off,3,6,36
WaterHeater,06:37,-2208984250.0,Bathing,Bathroom,Off,3,6,37
SmartBlinds,06:43,-2208983890.0,Cooking,LivingRoom,Open,3,6,43
Lights,06:44,-2208983830.0,Cooking,LivingRoom,On,3,6,44
CoffeeMaker,06:46,-2208983710.0,Cooking,Kitchen,On,3,6,46
CoffeeMaker,07:11,-2208982210.0,Cooking,Kitchen,Off,3,7,11
Lights,07:13,-2208982090.0,Cooking,Kitchen,Off,3,7,13
SmartBlinds,07:21,-2208981610.0,GoingOut,LivingRoom,Close,3,7,21
SmartDoor,07:23,-2208981490.0,GoingOut,LivingRoom,Unlock,3,7,23
SmartDoor,07:26,-2208981310.0,GoingOut,LivingRoom,Lock,3,7,26
SmartDoor,11:00,-2208968470.0,GoingOut,LivingRoom,Unlock,3,11,0
SmartDoor,11:01,-2208968410.0,GoingOut,LivingRoom,Lock,3,11,1
Lights,11:15,-2208967570.0,Meal_Prep,Kitchen,On,3,11,15
Oven,11:16,-2208967510.0,Meal_Prep,Kitchen,On,3,11,16
SmartKettle,11:26,-2208966910.0,Meal_Prep,Kitchen,On,3,11,26
Oven,11:37,-2208966250.0,Meal_Prep,Kitchen,Off,3,11,37
Lights,11:40,-2208966070.0,Meal_Prep,Kitchen,Off,3,11,40
Lights,12:02,-2208964750.0,Dining,DiningRoom,On,3,12,2
Lights,12:46,-2208962110.0,Dining,DiningRoom,Off,3,12,46
Lights,06:27,-2208984850.0,AwakeUp,Bedroom,On,4,6,27
SmartBlinds,06:27,-2208984850.0,AwakeUp,Bedroom,Open,4,6,27
Lights,06:32,-2208984550.0,Bathing,Bathroom,On,4,6,32
WaterHeater,06:34,-2208984430.0,Bathing,Bathroom,On,4,6,34
SmartBlinds,06:34,-2208984430.0,Bathing,Bathroom,Close,4,6,34
Lights,07:02,-2208982750.0,Bathing,Bathroom,Off,4,7,2
WaterHeater,07:03,-2208982690.0,Bathing,Bathroom,Off,4,7,3
SmartBlinds,07:09,-2208982330.0,Cooking,LivingRoom,Open,4,7,9
Lights,07:10,-2208982270.0,Cooking,LivingRoom,On,4,7,10
CoffeeMaker,07:12,-2208982150.0,Cooking,Kitchen,On,4,7,12
CoffeeMaker,07:37,-2208980650.0,Cooking,Kitchen,Off,4,7,37
Lights,07:39,-2208980530.0,Cooking,Kitchen,Off,4,7,39
SmartBlinds,07:47,-2208980050.0,GoingOut,LivingRoom,Close,4,7,47
SmartDoor,07:49,-2208979930.0,GoingOut,LivingRoom,Unlock,4,7,49
SmartDoor,07:52,-2208979750.0,GoingOut,LivingRoom,Lock,4,7,52
SmartDoor,11:00,-2208968470.0,GoingOut,LivingRoom,Unlock,4,11,0
SmartDoor,11:01,-2208968410.0,GoingOut,LivingRoom,Lock,4,11,1
Lights,11:15,-2208967570.0,Meal_Prep,Kitchen,On,4,11,15
Oven,11:16,-2208967510.0,Meal_Prep,Kitchen,On,4,11,16
SmartKettle,11:26,-2208966910.0,Meal_Prep,Kitchen,On,4,11,26
Oven,11:37,-2208966250.0,Meal_Prep,Kitchen,Off,4,11,37
Lights,11:40,-2208966070.0,Meal_Prep,Kitchen,Off,4,11,40
Lights,12:02,-2208964750.0,Dining,DiningRoom,On,4,12,2
Lights,12:46,-2208962110.0,Dining,DiningRoom,Off,4,12,46
Lights,06:18,-2208985390.0,AwakeUp,Bedroom,On,5,6,18
SmartBlinds,06:18,-2208985390.0,AwakeUp,Bedroom,Open,5,6,18
Lights,06:23,-2208985090.0,Bathing,Bathroom,On,5,6,23
WaterHeater,06:25,-2208984970.0,Bathing,Bathroom,On,5,6,25
SmartBlinds,06:25,-2208984970.0,Bathing,Bathroom,Close,5,6,25
Lights,06:53,-2208983290.0,Bathing,Bathroom,Off,5,6,53
WaterHeater,06:54,-2208983230.0,Bathing,Bathroom,Off,5,6,54
SmartBlinds,07:00,-2208982870.0,Cooking,LivingRoom,Open,5,7,0
Lights,07:01,-2208982810.0,Cooking,LivingRoom,On,5,7,1
CoffeeMaker,07:03,-2208982690.0,Cooking,Kitchen,On,5,7,3
CoffeeMaker,07:28,-2208981190.0,Cooking,Kitchen,Off,5,7,28
Lights,07:30,-2208981070.0,Cooking,Kitchen,Off,5,7,30
SmartBlinds,07:38,-2208980590.0,GoingOut,LivingRoom,Close,5,7,38
SmartDoor,07:40,-2208980470.0,GoingOut,LivingRoom,Unlock,5,7,40
SmartDoor,07:43,-2208980290.0,GoingOut,LivingRoom,Lock,5,7,43
SmartDoor,11:00,-2208968470.0,GoingOut,LivingRoom,Unlock,5,11,0
SmartDoor,11:01,-2208968410.0,GoingOut,LivingRoom,Lock,5,11,1
Lights,11:15,-2208967570.0,Meal_Prep,Kitchen,On,5,11,15
Oven,11:16,-2208967510.0,Meal_Prep,Kitchen,On,5,11,16
SmartKettle,11:26,-2208966910.0,Meal_Prep,Kitchen,On,5,11,26
Oven,11:37,-2208966250.0,Meal_Prep,Kitchen,Off,5,11,37
Lights,11:40,-2208966070.0,Meal_Prep,Kitchen,Off,5,11,40
Lights,12:02,-2208964750.0,Dining,DiningRoom,On,5,12,2
Lights,12:46,-2208962110.0,Dining,DiningRoom,Off,5,12,46
